,sentiment,content
37130,sadness,"2,697 views on my FLickr Account.. Maybe is not much for you...  but I'm happy  ... YAY http://www.flickr.com/photos/bonassin/"
37147,sadness,@yiannis_k good question  could they?
37187,sadness,"Hitting the sack now, fellow Twitterheads...so, where are you treating your Mom today?"
37228,sadness,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&amp;revision suck!
37248,sadness,can't believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.
37259,sadness,is working it out allll day long.
37291,sadness,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can't get enough of this video  #starwars #startrek
37324,sadness,@Hanster7705 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast
37326,sadness,"@ExtremeAnnette I can't seem to find it, can you send it to me again please  oh and tag it too lol"
37353,sadness,"@Jae878 oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta"
37397,sadness,"looking for my sister on facebook, miss you yani"
37430,sadness,"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol"
37520,sadness,... sorry GPGMail
37546,sadness,@AshantiGirl HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
37553,sadness,@JoyVBehar Iï¿½m sorry for that
37562,sadness,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz
37620,sadness,@greggrunberg just showin some love to ya. and i'm really gonna miss Greg Beeman's directing next season. ya'll's commentaries r so funny
37627,sadness,@princ3sskrys10 lmao I've never met anyone who liked caramel this much
37630,sadness,@fayewhitaker shame Freud can't follow up on those implications
37631,sadness,"Chris Pine, Zachary Quinto, and Leonard NImoy on SNL tonight was quite possibly the most fun I've had geeking out in a long time."
37640,sadness,"@giblahoj Oh! It's not the mothers day in France, but in Germany and in the USA that is it"
37765,sadness,fighting with mum on mothers day
37804,sadness,Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.
37811,sadness,Strange day  I forget all what i can
37835,sadness,"@askfrasco ooh,,, am fine, how about ya??? I know toooo late,,, sorry for dat...."
37902,sadness,my shoes taken off and my slippers put on my feet!
37968,sadness,@OhaiGabriella i hate it. it should just be english all day everyday
37993,sadness,@AlanCarr Quaver Sandwiches  and tea.
38015,sadness,@ficklampa Hehe it's an option if the (advertising) world wasn't such a mess! So I might in future! We're on same time yes. Lï¿½get i dï¿½g?
38069,sadness,@GabrielSaporta heard you slutted it up! I'm totally jealz~ I missed it. Maybe next time!
38079,sadness,Stop Everything! Are YOU extremely UNCOOL &amp; I don't know? IDENTIFY yourself NOW! Don't be shy let me know so I can UNfollow! Thank you!x
38108,sadness,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung
38114,sadness,Really tired this sunday morning  xxx
38233,sadness,"@emilyhall92 awww bless him  i am indeed coming, 68 days woooo! are you?"
38236,sadness,@shortword ah cool yeah i can see that . really handy thanks
38242,sadness,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.
38260,sadness,"@Parsnipzilla ohtays, it all makes sense now... Cool"
38261,sadness,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain
38313,sadness,"@queetsss thanks babe. I guess I will find the right person one day, til then I'm better off alone"
38363,sadness,"Oh, and I'm obviously back on my stupid sleep schedule. Luckily church isn't until 2 tomorrow."
38441,sadness,"I am the empitome of epic fail, just you know, more epic than fail."
38470,sadness,just had the most emo moment too many tears love my family and sorors
38534,sadness,"@V_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first"
38540,sadness,@Nicsey Snap! I know that feeling well
38661,sadness,Hot showers make everything better  all i need is sumbody to tuck me in. . ugh miss my gramma
38684,sadness,Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.
38709,sadness,"simple greetings from unexpected people can actually lighten our mood, doesn't it ever happen to you?"
38732,sadness,Has finally found her new flat.
38757,sadness,nothings really going *well*...however currently theres nothing else to look forward to so may aswel make the best of it
38760,sadness,"@ezrabutler - they have their headaches the morning after, instead!"
38784,sadness,even when we're miles and miles apart; you're still holding all of my heart    4 days until jonas brothers 3d concert experience w/candice
38810,sadness,2 days after #all4web ...i'm still tired
38839,sadness,"@MiaLotta why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
38844,sadness,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.
38875,sadness,Today I'm lonley girl with a guitar
38923,sadness,@sassij Or he's gonna chop you up into tiny bits - one of the two
39001,sadness,@Malarkey ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway
39003,sadness,unfortunately people at work let me down so I am now having a bad morning! it's official... but revenge is a dish best served cold
39034,sadness,Just came home from my sister where I spent the night
39084,sadness,@simbaaa @mahimaaa SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.
39127,sadness,@courtpet oh sweet! I'll definitely check it out when I get the chance...
39139,sadness,if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note
39154,sadness,"Rove Live in 3 mins, kinda excited."
39177,sadness,@iamhenrymorgan my screen is covered with BLUR ...  how's ya day been kiddo ?
39182,sadness,shower time
39375,sadness,"Off to see the Tinyï¿½s, thinking thoughts about smiles I caught from the radio  and big daft grin all over my face...."
39378,sadness,@ElizaPatricia Never met you in person but miss you like hell. That must be your charm...
39383,sadness,Basil will be the highlight of my day. I've just had an old man lecture me on the greatness of the Telegraph. What an idiot
39417,sadness,"my back and legs kill from yesterday and we have a big old leak in the kitchen, looks like staying in pjs all day infront of the tv"
39537,sadness,"@nigs Ah so 15 months. I'm sure he is advanced, and it's not you being biased  they seem to grow up faster these days - now I sound old!"
39559,sadness,@scouserach Not today Rach
39578,sadness,OOPS I meant 9412tr sorry lol
39584,sadness,Round and Round the Garden: The amazing thing is that he's still talking to me!  http://tinyurl.com/dx8as4
39593,sadness,@michaelmagical Oh its dinner time here. still sulking over missing your fillet min   *sob* so having tea &amp; toast
39616,sadness,@sassyback you were right about karla not the best movie made
39629,sadness,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ"
39634,sadness,@leeye yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day
39646,sadness,Finally going to bed after staying up reading the script for &quot;Remember Me.&quot; So sad but sooo good! Happy Mother's Day to all the Mother's!
39651,sadness,@codelust @prolificd caught me at lunch today... you were correct of he stalking me
39659,sadness,Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright
39692,sadness,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY"
39704,sadness,@dangerjoe hey Mr Danger!!!
39739,sadness,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom...."
39815,sadness,"Happy mothers day  ugh sick...school tomorrow  watched E!News, keeping up with the kardashians and dreamgirls"
39826,sadness,"@digitalpainted oh mann das ist super lustig  du armer... macs age 2 months, battery charging NO. garantiefall..."
39827,sadness,Home from Whitney's. No sleep. Church in a bit. Dangggg....I'm tired. But it was worth it
39873,sadness,Man i hate church. Has to be done though. I like the way it makes other people feel good
39882,sadness,Heaps keen for next weekend.     Mummy. &lt;3
39894,sadness,@renagades Have a great day..... if the rain keeps up I may go swimming instead of dining here
39909,sadness,"@Ssisch Hmmm... Sisch &amp; sound design. So when you say soon, you mean weeks"
39939,sadness,@watermelon39 haha! And Twitter! Hard though isn't it?!
39965,sadness,is heading off to the fair
14,surprise,Got the news
164,surprise,"2 days of this month left, and I only have 400MB left on my onpeak downloads."
189,surprise,@Bern_morley where are you? In Bris? I can't hear any thunder
190,surprise,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!"
192,surprise,I had a dream about a pretty pretty beach and there was no beach when I woke up
194,surprise,when da heck will the garage man get here I ask you.. WHEN..
223,surprise,Why am I completing facebook quizzes at this time of the morning... especially a friday morning
255,surprise,"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today"
259,surprise,@FoxxFiles aw u can't let me in on the secret!
260,surprise,"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like."
273,surprise,is thinking so much and i'm at work
277,surprise,my gap year is going so quick
289,surprise,@qi_tah oh no.  *hugs*
379,surprise,@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho
392,surprise,@heavenjones ur supposed to be in BK tho
394,surprise,Oh no!  Nighty night.
430,surprise,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.
447,surprise,omg i didnt tweet all that much today.... *sadness*
456,surprise,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work
497,surprise,@ModelTheany  tee we beefin....what was u supposed to do before leavin????
531,surprise,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
542,surprise,Extremly deep
554,surprise,@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
560,surprise,@astynes Me too.  Wonder if Mnet will show it...
592,surprise,I cant use my blackberry today. This sucks.
605,surprise,lol i cant drink!!
606,surprise,"if bill compton has wii, why can't he have twitter?"
646,surprise,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
647,surprise,Just saw a fox!  as i was getting on the freeway... I hope it goes home
649,surprise,recapping on britains got talent. britain seems more talented than america
673,surprise,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.
701,surprise,Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?
718,surprise,"@pastorpeterko Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind."
721,surprise,"aku kbangun gara2 mimpi @manyolitha, very bad dream"
796,surprise,So wish the Carlton game was on live  stupid channel 7 lol.
843,surprise,Wow. That hurt way worse than i thought it would.
868,surprise,No churchill downs for me tomorrow
872,surprise,Bahh the police ended the party @ 5!!  Just when i was starting....
